,City Name,State Name,Latitude,Longitude,Facility ID,Facility Name,Emission,Gas Code,Gas Name,Year
31702,Litchfield,Illinois,39.174704,-89.623277,1002091,Litchfield-Hillsboro Landfill,21302.5,CH4,Methane,2013
31703,Krotz Springs,Louisiana,30.526504,-91.74838299999999,1007622,Alon Refining Krotz Springs Inc,2903.0,CH4,Methane,2013
31704,Denver,Colorado,39.7479,-104.9933,1009595,Enerplus Resources (Usa) Corporation - Williston Basin,168106.3,CO2,Carbon Dioxide,2013
31705,Smithville,Tennessee,35.965524,-85.84908100000001,1004919,Middle Tennessee Natural Gas Utility District,99654.0,CH4,Methane,2014
31706,Deer Park,Texas,29.722222,-95.126944,1007002,Shell Deer Park Refinery,2293.25,CH4,Methane,2014
31707,Gresham,Oregon,45.524721,-122.426083,1007527,On Semiconductor,8408.4,CO2,Carbon Dioxide,2014
31708,Clarksville,Tennessee,36.60373,-87.25869,1005263,Florim Usa Inc,28.31,N2O,Nitrous Oxide,2014
31709,Clarksville,Tennessee,36.60373,-87.25869,1005263,Florim Usa Inc,50407.7,CO2,Carbon Dioxide,2014
31710,Topock,Arizona,34.7175,-114.485,1002060,Epng Station 1775 Mojave Topock  Az,20.86,N2O,Nitrous Oxide,2013
31711,Windsor Locks,Connecticut,41.9227,-72.6255,1006409,Algonquin Power Windsor Locks  Llc,43.25,CH4,Methane,2013
31712,Tracy,California,37.715146999999995,-121.49157,1002007,Owens-Brockway Glass Container Inc.,32.0,CH4,Methane,2013
31713,Dayton,Ohio,39.82359,-84.16935,1001624,Tate & Lyle Citric Acid,29518.6,CO2,Carbon Dioxide,2013
31714,Kane,Pennsylvania,41.665943,-78.637962,1005530,Mckean Cnty Ldfl,66.6,CO2,Carbon Dioxide,2013
31715,Fort Stewart,Georgia,31.871,-81.615,1004667,Fort Stewart Hqs 3Rd Infantry Division (Mechanized),12321.5,CO2,Carbon Dioxide,2013
31716,Mitchellville,Iowa,41.5989,-93.3548,1007727,Metro Methane Recovery Facility,34600.2,BIOCO2,Biogenic CO2,2013
31717,Williams,Louisiana,32.2173,-93.5408,1005936,Cannisnia Cmp Stn,1818.0,CH4,Methane,2014
31718,Centralia,Missouri,39.138908,-92.137001,1003062,Panhandle Eastern Pipe Line Co - Centralia,5932.75,CH4,Methane,2013
31719,Refugio,Texas,28.28939,-97.21444,1009414,T-C Oil Company Oil & Gas Production Leases,1.49,N2O,Nitrous Oxide,2014
31720,Phenix City,Alabama,32.175,-85.0311,1000262,Westrock Coated Board  Llc,2172027.1,BIOCO2,Biogenic CO2,2013
31721,Bangor,Pennsylvania,40.796,-75.107,1000892,Martins Creek,246.75,CH4,Methane,2013
31722,Hayden,Arizona,33.003378000000005,-110.77632,1002486,Asarco Llc Hayden Operations,21.25,CH4,Methane,2017
31723,Stevenson,Alabama,34.864542,-85.787834,1008553,Westrock Cp  Llc - Stevenson Mill,5307.38,N2O,Nitrous Oxide,2014
31724,Refugio,Texas,28.28939,-97.21444,1009414,T-C Oil Company Oil & Gas Production Leases,3464.5,CH4,Methane,2013
31725,Starkville,Mississippi,33.52825,-88.672389,1005964,Golden Triangle Regional Solid Waste Management Authority,4252.6,BIOCO2,Biogenic CO2,2013
31726,Houston,Texas,29.758940000000003,-95.37096,1012710,Eog Resources  Inc. 220 Gulf Coast Basin Gathering & Boosting,806357.6,CO2,Carbon Dioxide,2018
31727,Offshore,Louisiana,28.86467752,-88.93079054,1010064,Mississippi Canyon 109 A,11.92,N2O,Nitrous Oxide,2014
31728,Galena Park,Texas,29.723670000000002,-95.24404,1002303,Us Gypsum - Galena Park Plant,37064.0,CO2,Carbon Dioxide,2013
31729,Ludington,Michigan,43.939586,-86.434715,1001708,Occidental Chemical Corporation - Ludington Facility,35171.4,CO2,Carbon Dioxide,2013
31730,Boston,Massachusetts,42.337948,-71.09044300000001,1005277,Northeastern University,17.88,N2O,Nitrous Oxide,2014
31731,Patterson,Louisiana,29.691875,-91.342885,1005243,Anr Pipeline Patterson Cs,26000.4,CO2,Carbon Dioxide,2014
31732,Crane,Texas,31.510728498800002,-102.65126369,1007234,Targa Midstream Services Llc - L&H Compressor Station,20.0,CH4,Methane,2013
31733,Artesia,New Mexico,32.848593,-104.39438299999999,1007972,Navajo Refining Company  Llc - Artesia Refinery,615883.8,CO2,Carbon Dioxide,2013
31734,Artesia,New Mexico,32.848593,-104.39438299999999,1007972,Navajo Refining Company  Llc - Artesia Refinery,147480.0,CO2,Carbon Dioxide,2013
31735,Selma,Alabama,32.526909,-86.929887,1009338,Sng Station 5245 Selma  Al,3586.75,CH4,Methane,2013
31736,Cottage Grove,Minnesota,44.789444,-92.908333,1004836,3M Cottage Grove Center - Site,11973.12,Other_Full,Other Fully Fluorinated GHGs,2013
31737,Linkwood,Maryland,38.555934,-75.935505,1011710,Valley Proteins  Inc. - Linkwood,11.324000000000002,N2O,Nitrous Oxide,2014
31738,Katy,Texas,29.77553,-95.77784,1009609,Trinity River Energy Operating  Llc 220 Gulf Coast Basin,47.68,N2O,Nitrous Oxide,2014
31739,Bridgeport,Texas,33.197829,-97.805965,1006373,Bridgeport Gas Processing Plant,583126.3,CO2,Carbon Dioxide,2013
31740,Pocatello,Idaho,42.78127,-112.37221000000001,1002699,Fort Hall Mine Landfill,35420.0,CH4,Methane,2013
31741,Offshore,Louisiana,27.325908000000002,-90.714153,1006074,Green Canyon 641,4932.75,CH4,Methane,2013
31742,Mankato,Minnesota,44.123000000000005,-94.095,1005032,Ponderosa Landfill/Blue Earth County,20300.5,CH4,Methane,2013
31743,Dallas,Texas,32.93476,-96.81801,1009274,Merit Energy Co Llc 360 Anadarko Basin,19.37,N2O,Nitrous Oxide,2014
31744,Painesville,Ohio,41.726396,-81.25403100000001,1002545,Painesville Municipal Electric Plant,4786.7,CO2,Carbon Dioxide,2019
31745,Grand Rapids,Michigan,42.96325,-85.672565,1002659,Veolia Energy Grand Rapids  Llc,21.0,CH4,Methane,2013
31746,Moreno Valley,California,33.90891,-117.121008,1001719,San Diego Gas And Electric -Moreno Station,2092.5,CH4,Methane,2013
31747,Benicia,California,38.071670000000005,-122.13975,1008504,Valero Refining Co - Cali Fornia Benicia Refinery,840020.3509999999,CO2,Carbon Dioxide,2013
31748,Danville,Kentucky,37.58,-84.75,1002580,Danville,1332.75,CH4,Methane,2013
31749,Cogar,Oklahoma,35.36272,-98.16745999999999,1008724,Cogar Compressor Station,15.198,N2O,Nitrous Oxide,2013
31750,Offshore,Louisiana,28.8673,-90.4906,1009236,South Timbalier 52,5.96,N2O,Nitrous Oxide,2013
31751,Coushatta,Louisiana,32.194063,-93.48666700000001,1009775,Kh Plantation South Gas Treating Facility Coushatta  La,12784.75,CH4,Methane,2013
31752,Coyanosa,Texas,31.159975,-103.104845,1004827,Waha Gas Plant,9854.0,CH4,Methane,2013
31753,Macon,Georgia,32.7718,-83.6275,1003470,Graphic Packaging International,9173.93,N2O,Nitrous Oxide,2014
31754,Tulsa,Oklahoma,36.15441,-95.99149,1008852,Samson Resources 535 Green River Basin,28.011999999999997,N2O,Nitrous Oxide,2014
31755,The Woodlands,Texas,30.16047,-95.455938,1008407,Ovintiv Usa Inc. 575.Uinta,56926.25,CH4,Methane,2014
31756,Prattville,Alabama,32.4167,-86.4667,1006892,International Paper-Prattville Mill,1943.75,CH4,Methane,2013
31757,Sunnyvale,California,37.4166,-122.03598999999998,1000072,Lockheed Martin Missiles & Space,29612.0,CO2,Carbon Dioxide,2012
31758,Cincinnati,Ohio,39.246459,-84.445498,1001862,Ge Aviation  Evendale Plant (1431150060),59923.6,CO2,Carbon Dioxide,2013
31759,Petal,Mississippi,31.379731,-89.26055799999999,1004764,Hattiesburg Gas Storage And Petal Gas Storage Compressor Station,87260.5,CH4,Methane,2013
31760,Mason,Michigan,42.59398,-84.46929,1008190,West Bay,66.156,N2O,Nitrous Oxide,2013
31761,Gresham,Oregon,45.52065,-122.44748999999999,1004883,Microchip Technology Inc,11576.6,Other_Full,Other Fully Fluorinated GHGs,2017
31762,Houston,Texas,29.954933,-95.41874,1009783,White Oak Energy 220 Gulf Coast Basin (La  Tx),38.74,N2O,Nitrous Oxide,2015
31763,Baton Rouge,Louisiana,30.5462,-91.2046,1002757,City Of Baton Rouge/Ebrp Renewable Energy Center,93118.25,CH4,Methane,2016
31764,Argos,Indiana,41.166962,-86.2325,1007024,County Line Landfill,0.298,N2O,Nitrous Oxide,2019
31765,Montville,Connecticut,41.45263,-72.13475,1003488,Rand-Whitney Containerboard Lp,41.25,CH4,Methane,2014
31766,Chicago,Illinois,42.002309999999994,-87.67662,1009615,S&C Electric Company,8364.1,CO2,Carbon Dioxide,2013
31767,Lompoc,California,34.600471,-120.454797,1004718,Imerys Filtration Minerals  Inc.,22.25,CH4,Methane,2014
31768,Midland,Texas,31.996920000000003,-102.07765400000001,1011498,Legacy Reserves Basin 430,43115.25,CH4,Methane,2016
31769,Pryor,Oklahoma,36.22748,-95.27968,1002615,Pryor Solae,15298.8,BIOCO2,Biogenic CO2,2013
31770,Sweetwater,Alabama,32.202436,-87.947919,1007005,Transco Station 90,113602.56,CO2,Carbon Dioxide,2013
31771,Mount Vernon,Alabama,31.1165,-88.0124,1002827,Florida Gas Transmission Company - Mt Vernon,12780.0,CH4,Methane,2014
31772,Norfolk,Virginia,36.84668,-76.29339,1004180,Virginia Natural Gas,57404.25,CH4,Methane,2014
31773,Sweeny,Texas,29.070846999999997,-95.75036300000001,1006967,Chevron Phillips - Sweeny Complex,6740.164000000001,N2O,Nitrous Oxide,2013
31774,Longview,Texas,32.4472,-94.6917,1007438,Eastman Chemical - Texas Operations,1177898.1,CO2,Carbon Dioxide,2013
31775,Salisbury,North Carolina,35.7133,-80.6122,1000392,Durafiber Technologies,18.178,N2O,Nitrous Oxide,2014
31776,Drummond,Oklahoma,36.303709999999995,-98.03291,1002267,Rodman Gas Plant,31396.9,CO2,Carbon Dioxide,2013
31777,Lyons,Kansas,38.289590000000004,-98.19521999999999,1002082,Kansas Ethanol Llc,33.5,CH4,Methane,2013
31778,Bird Island,Minnesota,44.8491,-94.8969,1005705,Alliance Pipeline - Olivia 23-A,85127.8,CO2,Carbon Dioxide,2013
31779,Pennsauken,New Jersey,39.9889,-75.0417,1000429,Pennsauken Sanitary Landfill,68120.0,CH4,Methane,2013
31780,Fort Worth,Texas,32.75087,-97.33487,1010795,Quicksilver Resources  Inc. 535-Green River Basin,48369.6,CO2,Carbon Dioxide,2013
31781,Malaga,New Mexico,32.063688,-104.01868,1002118,Epng Station 6560 Pecos River  Nm,35.76,N2O,Nitrous Oxide,2013
31782,Danville,Arkansas,35.05518,-93.36891999999999,1010166,Wayne Farms Llc - Danville Fresh Poultry Plant,58407.0,CH4,Methane,2013
31783,Austin,Texas,30.35408,-97.80067,1009625,Equinor Energy Lp - 395 Williston,951860.9,CO2,Carbon Dioxide,2013
31784,Yucca,Arizona,34.5746,-113.9936,1009341,Epng Station 6719 Dutch Flat  Az,9917.1,CO2,Carbon Dioxide,2013
31785,Ragland,Alabama,33.733584,-86.15521700000001,1007985,National Cement Company Inc.,1709.626,N2O,Nitrous Oxide,2013
31786,Shelby,North Carolina,35.33104,-81.62436,1002262,Electric Glass Fiber America  Llc,87245.3,CO2,Carbon Dioxide,2013
31787,Amanda,Ohio,39.590035,-82.712419,1003105,Pine Grove Landfill,116387.5,CH4,Methane,2013
31788,Denver,Colorado,39.74369,-104.98777,1012833,Ovintiv Usa Inc. - Gulf Coast Gathering,311710.8,CO2,Carbon Dioxide,2016
31789,Waynesburg,Pennsylvania,39.887568,-80.19354399999999,1009877,Emerald Contura  Llc,1.788,N2O,Nitrous Oxide,2013
31790,Jay,Maine,44.5047,-70.2403,1000593,Pixelle Androscoggin Llc,1006.5,CH4,Methane,2013
31791,Jay,Maine,44.5047,-70.2403,1000593,Pixelle Androscoggin Llc,86859.0,CO2,Carbon Dioxide,2013
31792,Cottage Grove,Tennessee,36.390381,-88.481323,1009589,Anr Pipeline Cottage Grove Cs,30434.2,CO2,Carbon Dioxide,2014
31793,Queen City,Texas,33.2644,-94.069639,1006668,Graphic Packaging International - Texarkana Mill,1636131.8,BIOCO2,Biogenic CO2,2014
31794,Florence,South Carolina,34.1519,-79.5587,1000319,Westrock Cp  Llc - Florence Mill,1438653.8,BIOCO2,Biogenic CO2,2013
31795,Somerset,Colorado,38.92855,-107.44676000000001,1010310,West Elk Mine,651232.5,CH4,Methane,2014
31796,Defiance,Ohio,41.251852,-84.41226999999999,1001101,Defiance County Landfill,54938.75,CH4,Methane,2013
31797,Azusa,California,34.11432,-117.92861,1007682,Azusa Land Reclamation Co Inc Inert Lf,6705.2,CO2,Carbon Dioxide,2013
31798,Carlsbad,California,33.1408,-117.3342,1005837,Cabrillo Power I Encina Power Station,336677.2,CO2,Carbon Dioxide,2013
31799,Tyler,Texas,32.43442,-95.36285,1001662,Tyler Pipe Company,48.5,CH4,Methane,2013
31800,Camas,Washington,45.582929,-122.407758,1005998,Georgia-Pacific Consumer Operations Llc,2019.844,N2O,Nitrous Oxide,2013
31801,Dallas,Texas,32.81285,-96.83874,1000842,The University Of Texas Southwestern Medical Center At Dallas,31.588,N2O,Nitrous Oxide,2015
31802,Los Banos,California,37.07479,-120.877445,1000066,Ingomar Packing Company  Llc,53.044,N2O,Nitrous Oxide,2015
31803,Sandwich,Massachusetts,41.7694,-70.5097,1000658,Canal Station,40854.9,CO2,Carbon Dioxide,2016
31804,Minneapolis,Minnesota,45.0203,-93.2753,1000693,Riverside (1927),505.408,N2O,Nitrous Oxide,2016
31805,Chicago,Illinois,41.810961,-87.65729300000001,1001336,Vantage Oleochemicals,46015.6,CO2,Carbon Dioxide,2018
31806,Oklaunion,Texas,34.0825,-99.1753,1001426,Oklaunion Power Station,7845.5,CH4,Methane,2016
31807,Elkton,South Dakota,44.3961,-96.5333,1005589,Deer Creek Station,269435.6,CO2,Carbon Dioxide,2015
31808,Johnston,Iowa,41.6722,-93.6769,1000520,Sycamore Combustion Turbine,1.49,N2O,Nitrous Oxide,2015
31809,Galena Park,Texas,29.729,-95.227817,1008185,Galena Park Terminal,20.86,N2O,Nitrous Oxide,2015
31810,Dickerson,Maryland,39.200734000000004,-77.456357,1000623,Montgomery County Resource Recovery Facility,7252.4259999999995,N2O,Nitrous Oxide,2017
31811,Dickerson,Maryland,39.200734000000004,-77.456357,1000623,Montgomery County Resource Recovery Facility,213836.0,CO2,Carbon Dioxide,2017
31812,Fergus Falls,Minnesota,46.29,-96.0428,1000694,Hoot Lake,657640.4,CO2,Carbon Dioxide,2014
31813,Braintree,Massachusetts,42.235,-70.9672,1000665,Potter,27302.0,CO2,Carbon Dioxide,2018
31814,Phenix City,Alabama,32.432598,-84.975758,1011322,Johns Manville,28326.1,CO2,Carbon Dioxide,2015
31815,Catarina,Texas,28.023034000000003,-99.941289,1011088,B4Ltw Cdp Compressor Station,16.986,N2O,Nitrous Oxide,2015
31816,Firbaugh,California,36.6513,-120.5833,1000546,Panoche Energy Center,87.75,CH4,Methane,2016
31817,Baltimore,Maryland,39.295359999999995,-76.59214,1000306,The Johns Hopkins Hospital,110236.3,CO2,Carbon Dioxide,2016
31818,Tonawanda,New York,42.96675,-78.921426,1003427,Sumitomo Rubber Usa  Llc,31615.7,CO2,Carbon Dioxide,2015
31819,Winchester,Kentucky,38.02152,-84.25715,1001695,East Kentucky Power Transmission System,9678.6,SF6,Sulfur Hexafluoride,2019
31820,Jackson,Mississippi,32.3564,-90.2125,1000702,Rex Brown,8.046,N2O,Nitrous Oxide,2015
31821,Cohasset,Minnesota,47.2603,-93.6531,1000687,Boswell Energy Center,22392.25,CH4,Methane,2018
31822,Perryman,Maryland,39.4422,-76.2208,1000644,Perryman,89.698,N2O,Nitrous Oxide,2019
31823,Waterloo,Iowa,42.4407,-92.4205,1000521,Electrifarm,1.75,CH4,Methane,2019
31824,Nazareth,Pennsylvania,40.729659999999996,-75.30078,1001835,Lehigh Cement Co. Llc Nazareth,944.75,CH4,Methane,2015
31825,Deer Park,Texas,29.726129999999998,-95.10802,1001712,Oxy Vinyls Lp - Deer Park Pvc,23.84,N2O,Nitrous Oxide,2011
31826,Maplewood,Minnesota,44.951,-92.9959,1005043,3M Co,45.593999999999994,N2O,Nitrous Oxide,2013
31827,Dodge City,Kansas,37.7328,-99.9497,1001573,Fort Dodge Aka Judson Large,0.5,CH4,Methane,2016
31828,Victorville,California,34.5953,-117.3647,1000070,High Desert Power Project,668.25,CH4,Methane,2015
31829,Memphis,Tennessee,35.271609999999995,-89.97426,1001214,Lucite International Inc,27.118000000000002,N2O,Nitrous Oxide,2019
31830,Timberville,Virginia,38.633617,-78.784769,1011277,Pilgrim'S Pride Corporation Processing And Rendering Facility,20278.6,CO2,Carbon Dioxide,2015
31831,Richmond,Virginia,37.496601,-77.43320899999999,1011729,Sonoco Richmond,26267.2,CO2,Carbon Dioxide,2015
31832,Defiance,Ohio,41.28244,-84.292089,1001755,Defiance Casting Operations (0320010001),113992.7,CO2,Carbon Dioxide,2017
31833,Deer Park,Texas,29.726129999999998,-95.10802,1001712,Oxy Vinyls Lp - Deer Park Pvc,21.754,N2O,Nitrous Oxide,2019
31834,Minneapolis,Minnesota,44.893089,-93.232433,1005105,Metropolitan Airports Commission,14.304,N2O,Nitrous Oxide,2015
31835,Pasadena,Texas,29.6225,-95.0458,1000346,Bayou Cogeneration Plant,1832161.4,CO2,Carbon Dioxide,2017
31836,Ashland,Virginia,37.8181,-77.4478,1001259,Doswell Limited Partnership,1995782.2,CO2,Carbon Dioxide,2017
31837,Boston,Massachusetts,42.35,-71.0583,1000092,Kneeland Station,65.5,CH4,Methane,2015
31838,Orlando,Florida,28.4422,-81.4119,1001276,Orlando Cogen,180.5,CH4,Methane,2010
31839,Emmetsburg,Iowa,43.10102,-94.65419,1002069,Ag Processing Inc,11.25,CH4,Methane,2018
31840,Emmetsburg,Iowa,43.10102,-94.65419,1002069,Ag Processing Inc,10.5,CH4,Methane,2016
31841,Laddonia,Missouri,39.2499,-91.6444,1001403,Mjmeuc Generating Station 1,40.23,N2O,Nitrous Oxide,2012
31842,Painesville,Ohio,41.720278,-81.273611,1000618,Lubrizol Corporation,14.75,CH4,Methane,2017
31843,Dover,Delaware,39.182358,-75.50334699999999,1012065,Garrison Energy Center,47.5,CH4,Methane,2015
31844,Goose Creek,South Carolina,33.051743,-80.054289,1002112,Century Aluminum Of South Carolina  Inc.,206973.7,CO2,Carbon Dioxide,2018
31845,Fellows,California,35.23147,-119.57948,1002156,Aera Energy Alberta Finley Shale,33.25,CH4,Methane,2019
31846,San Diego,California,32.696771999999996,-117.145403,1004753,Kelco,51.0,CH4,Methane,2015
31847,Louisiana,Missouri,39.42889,-91.03298199999999,1006100,Dyno Nobel Incorporated Nitrogen Division,5176.3,CO2,Carbon Dioxide,2015
31848,Oklaunion,Texas,34.0825,-99.1753,1001426,Oklaunion Power Station,14758.152,N2O,Nitrous Oxide,2019
31849,Newburgh,Indiana,37.91,-87.3267,1001544,F B Culley Generating Station,4827.0,CH4,Methane,2015
31850,East Chicago,Indiana,41.648416999999995,-87.482414,1003276,Safety-Kleen Systems,28.75,CH4,Methane,2015
31851,Mount Vernon,Indiana,37.909832,-87.726456,1003377,Green Plains Mount Vernon Llc,71.5,CH4,Methane,2015
31852,Mansfield,Louisiana,32.0306,-93.5692,1001416,Dolet Hills Power Station,509.25,CH4,Methane,2017
31853,Chico,Texas,33.302372999999996,-97.85039499999999,1001569,Lateral A Compressor Station,13.0,CH4,Methane,2012
31854,West Paducah,Kentucky,37.1517,-88.775,1001598,Shawnee,34796.864,N2O,Nitrous Oxide,2019
31855,West Paducah,Kentucky,37.1517,-88.775,1001598,Shawnee,6943803.0,CO2,Carbon Dioxide,2019
31856,Union City,California,37.605990000000006,-122.04236999999999,1004965,United States Pipe & Foundry Co Llc,97.446,N2O,Nitrous Oxide,2015
31857,White Pine,Michigan,46.764138,-89.567836,1005366,White Pine Electric Power Llc,2.682,N2O,Nitrous Oxide,2015
31858,Rogers,Arkansas,36.3474,-94.1416,1001881,Superior Industries International Arkansas  Llc,22986.6,CO2,Carbon Dioxide,2013
31859,Cressona,Pennsylvania,40.632927,-76.187912,1001885,Sapa Extrusions,29.75,CH4,Methane,2011
31860,Wando,South Carolina,32.9701,-79.8905,1000452,Bp Amoco Chemical Company Cr Plant,2697.5,BIOCO2,Biogenic CO2,2018
31861,St. Landry,Louisiana,30.8442,-92.2606,1001603,Coughlin Power Station,633.5,CH4,Methane,2018
31862,Bellevue,Ohio,41.28298,-82.88773,1010145,Magretech Llc,1.192,N2O,Nitrous Oxide,2015
31863,Lawrence,Kansas,39.0072,-95.2692,1000582,Lawrence Energy Center,668.25,CH4,Methane,2016
31864,Shreveport,Louisiana,32.5181,-93.7611,1001609,Arsenal Hill Power Plant,747.3839999999999,N2O,Nitrous Oxide,2016
31865,Marion Heights,Pennsylvania,40.8092,-76.4539,1001210,Mt. Carmel Cogeneration,2086.0,N2O,Nitrous Oxide,2012
31866,Memphis,Tennessee,35.271609999999995,-89.97426,1001214,Lucite International Inc,36.654,N2O,Nitrous Oxide,2018
31867,Vineyard,Utah,40.3311,-111.7547,1000454,Lake Side Power Plant,2193954.4,CO2,Carbon Dioxide,2016
31868,Gainesville,Florida,29.6397,-82.3486,1000402,University Of Florida Cogeneration Plant,82.0,CH4,Methane,2019
31869,Follansbee,West Virginia,40.339596,-80.606822,1001632,Koppers Inc. Follansbee Plant,19.072,N2O,Nitrous Oxide,2014
31870,Vernal,Utah,40.038379,-109.441328,1006903,Coyote Wash Compressor Station,15.0,CH4,Methane,2015
31871,Stillwater,Oklahoma,36.1199,-97.088842,1001634,Oklahoma State University,13.41,N2O,Nitrous Oxide,2013
31872,Stillwater,Oklahoma,36.1199,-97.088842,1001634,Oklahoma State University,14.304,N2O,Nitrous Oxide,2019
31873,Mission,Texas,26.208000000000002,-98.3992,1001311,Frontera Generation Facility,487.5,CH4,Methane,2014
31874,Robards,Kentucky,37.656628000000005,-87.51415,1005146,Robards Processing - Tyson Chicken Inc.,20.75,CH4,Methane,2015
31875,Mission,Texas,26.208000000000002,-98.3992,1001311,Frontera Generation Facility,467.75,CH4,Methane,2016
31876,Hopewell,Virginia,37.2969,-77.2833,1001228,Hopewell Power Station,0.8,CO2,Carbon Dioxide,2016
31877,Rhome,Texas,33.0691,-97.4828,1001578,Mcalister Compressor Station,27.416,N2O,Nitrous Oxide,2015
31878,Indianapolis,Indiana,39.780390000000004,-86.238893,1000048,Allison Transmission  Inc.,26010.6,CO2,Carbon Dioxide,2015
31879,Denver City,Texas,32.9748,-102.7432,1000470,Mustang Station Units 4  5 & 6,490.75,CH4,Methane,2019
31880,Jamaica,New York,40.6417,-73.7778,1001268,Kiac Cogeneration,155.5,CH4,Methane,2015
31881,Fordyce,Arkansas,33.7646,-92.3672,1010844,Georgia-Pacific Wood Products  Llc Fordyce Osb,188.25,CH4,Methane,2015
31882,Jones Mill,Arkansas,34.4341,-92.9046,1001432,Lake Catherine,184671.2,CO2,Carbon Dioxide,2019
31883,Wichita,Kansas,37.5956,-97.4131,1000585,Murray Gill Energy Center,52.25,CH4,Methane,2018
31884,Cincinnati,Ohio,39.14137,-84.50034000000001,1006700,Childrens Hospital Medical Center,20.561999999999998,N2O,Nitrous Oxide,2015
31885,Boulder City,Nevada,35.7867,-114.9928,1001306,Desert Star Energy Center,681401.1,CO2,Carbon Dioxide,2018
31886,West Elizabeth,Pennsylvania,40.265833,-79.901111,1001963,Eastman Chemical Resins  Inc. - Jefferson Site,33982.4,CO2,Carbon Dioxide,2019
31887,Petrolia,Pennsylvania,41.019022,-79.716278,1001707,Indspec Chemical Corporation,21.75,CH4,Methane,2017
31888,Big Lake,Texas,31.631501,-101.51353,1011557,Targa Cox Compressor Station,26.522,N2O,Nitrous Oxide,2015
31889,Waxahachie,Texas,32.426944,-96.85,1000184,Dartco Of Texas Waxahachie Site,25.926,N2O,Nitrous Oxide,2015
31890,Minneapolis,Minnesota,44.973473999999996,-93.26769499999999,1000591,Energy Center Minneapolis,39.675,CH4,Methane,2017
31891,Dade City,Florida,28.3744,-82.1892,1001274,Quantum Pasco Power,19.75,CH4,Methane,2018
31892,Newport,Arkansas,35.648518,-91.244662,1005801,Ark Steel Associates,56012.9,CO2,Carbon Dioxide,2015
31893,Odessa,Texas,31.58862337,-102.2316674,1010472,Cross Barr Booster Station,16.092,N2O,Nitrous Oxide,2015
31894,South Bend,Indiana,41.6552,-86.2962,1000415,South Bend Ethanol  Llc.,53.25,CH4,Methane,2016
31895,Brooklyn,New York,40.70061,-73.94171999999999,1009716,Woodhull Medical And Mental Health Center,7.747999999999999,N2O,Nitrous Oxide,2015
31896,Anaheim  Ca,California,33.8581,-117.8616,1000566,Canyon Power Plant,72109.2,CO2,Carbon Dioxide,2019
31897,Bastrop,Texas,30.1478,-97.27,1001340,Lost Pines 1,527.758,N2O,Nitrous Oxide,2019
31898,Godley,Texas,32.408303000000004,-97.55749200000001,1000194,Eog Resources  Inc. Hays Compressor Station,3617.3,CO2,Carbon Dioxide,2015
31899,N Las Vegas,Nevada,36.232279999999996,-115.12297,1000595,Las Vegas Generating Station,159212.7,CO2,Carbon Dioxide,2018
31900,Peabody,Massachusetts,42.521667,-70.939444,1001068,Rousselot Peabody  Inc.,22.945999999999998,N2O,Nitrous Oxide,2016
31901,Chesapeake,Virginia,36.7743,-76.3119,1000312,Elizabeth River Combustion Turbine Sta,69.13600000000001,N2O,Nitrous Oxide,2017
31902,Chesapeake,Virginia,36.7743,-76.3119,1000312,Elizabeth River Combustion Turbine Sta,40.5,CH4,Methane,2017
31903,Filer City,Michigan,44.217,-86.2906,1000534,Tes Filer City Station,4037.304,N2O,Nitrous Oxide,2016
31904,Cambridge,Massachusetts,42.3633,-71.0792,1000657,Kendall Green Energy,371.0,CH4,Methane,2017
31905,Cambridge,Massachusetts,42.3633,-71.0792,1000657,Kendall Green Energy,292.0,CH4,Methane,2018
31906,Muscle Shoals,Alabama,34.766791999999995,-87.601169,1003213,Wise Alloys  Llc - Alabama Reclamation Plant,60.494,N2O,Nitrous Oxide,2015
31907,Stockton,California,37.9416,-121.3273,1000572,Dte Stockton,5184.306,N2O,Nitrous Oxide,2015
31908,Stockton,California,37.9416,-121.3273,1000572,Dte Stockton,870.0,CH4,Methane,2015
31909,South Bend,Indiana,41.6552,-86.2962,1000415,South Bend Ethanol  Llc.,49.0,CH4,Methane,2018
31910,Yaphank,New York,40.8142,-72.9403,1000450,Caithness Long Island Energy Center,750848.6,CO2,Carbon Dioxide,2015
31911,Neenah,Wisconsin,44.16243,-88.47349,1004885,Neenah Foundry Co Plts 2 & 3,239.294,N2O,Nitrous Oxide,2015
31912,Ennis,Texas,32.3194,-96.6739,1001370,Ennis Power Company  Llc,153.25,CH4,Methane,2017
31913,Sayreville,New Jersey,40.439,-74.3444,1001208,North Jersey Energy Associates  A Lp,723954.8,CO2,Carbon Dioxide,2012
31914,Sayreville,New Jersey,40.439,-74.3444,1001208,North Jersey Energy Associates  A Lp,265.75,CH4,Methane,2015
31915,Laplace,Louisiana,30.036859999999997,-90.46454,1000330,Bd Laplace  Llc,20.25,CH4,Methane,2015
31916,St. Paul,Minnesota,44.943020000000004,-93.093857,1001120,St Paul Cogeneration,249577.0,BIOCO2,Biogenic CO2,2019
31917,Philadelphia,Pennsylvania,39.9417,-75.1883,1001285,Grays Ferry Cogen Partnership,361.772,N2O,Nitrous Oxide,2019
31918,Winchester,Texas,30.0253,-96.9945,1000542,Winchester Power Park,17.75,CH4,Methane,2011
31919,Havana,Illinois,40.2797,-90.0775,1001524,Havana,8675.0,CH4,Methane,2014
